image_id,file_path,class_id,class_name_raw,is_training,class_name,image_path
564,011.Rusty_Blackbird/Rusty_Blackbird_0073_6744.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0073_6744.jpg
605,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg
606,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg
607,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0095_8458.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0095_8458.jpg
611,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0086_8487.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0086_8487.jpg
612,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0057_8236.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0057_8236.jpg
613,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.jpg
614,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg
617,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0017_8511.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0017_8511.jpg
619,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0025_8262.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0025_8262.jpg
620,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0041_8264.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0041_8264.jpg
621,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0018_8588.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0018_8588.jpg
625,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0040_7514.jpg,12,012.Yellow_headed_Blackbird,1,Yellow headed Blackbird,CUB_200_2011\images\012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0040_7514.jpg
660,013.Bobolink/Bobolink_0107_10252.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0107_10252.jpg
662,013.Bobolink/Bobolink_0104_10273.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0104_10273.jpg
663,013.Bobolink/Bobolink_0001_9261.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0001_9261.jpg
666,013.Bobolink/Bobolink_0102_10807.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0102_10807.jpg
667,013.Bobolink/Bobolink_0033_10809.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0033_10809.jpg
668,013.Bobolink/Bobolink_0094_9823.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0094_9823.jpg
669,013.Bobolink/Bobolink_0008_9289.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0008_9289.jpg
670,013.Bobolink/Bobolink_0099_9314.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0099_9314.jpg
671,013.Bobolink/Bobolink_0101_9811.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0101_9811.jpg
672,013.Bobolink/Bobolink_0050_9821.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0050_9821.jpg
677,013.Bobolink/Bobolink_0013_9367.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0013_9367.jpg
678,013.Bobolink/Bobolink_0065_9375.jpg,13,013.Bobolink,1,Bobolink,CUB_200_2011\images\013.Bobolink/Bobolink_0065_9375.jpg
720,014.Indigo_Bunting/Indigo_Bunting_0005_13832.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0005_13832.jpg
722,014.Indigo_Bunting/Indigo_Bunting_0002_12163.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0002_12163.jpg
725,014.Indigo_Bunting/Indigo_Bunting_0075_12835.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0075_12835.jpg
727,014.Indigo_Bunting/Indigo_Bunting_0028_12335.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0028_12335.jpg
729,014.Indigo_Bunting/Indigo_Bunting_0044_14389.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0044_14389.jpg
730,014.Indigo_Bunting/Indigo_Bunting_0017_11574.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0017_11574.jpg
732,014.Indigo_Bunting/Indigo_Bunting_0001_12469.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0001_12469.jpg
733,014.Indigo_Bunting/Indigo_Bunting_0066_12869.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0066_12869.jpg
734,014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg
735,014.Indigo_Bunting/Indigo_Bunting_0049_13641.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0049_13641.jpg
736,014.Indigo_Bunting/Indigo_Bunting_0059_11596.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0059_11596.jpg
740,014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,14,014.Indigo_Bunting,1,Indigo Bunting,CUB_200_2011\images\014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg
780,015.Lazuli_Bunting/Lazuli_Bunting_0073_14594.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0073_14594.jpg
781,015.Lazuli_Bunting/Lazuli_Bunting_0074_14854.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0074_14854.jpg
782,015.Lazuli_Bunting/Lazuli_Bunting_0102_14605.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0102_14605.jpg
784,015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg
788,015.Lazuli_Bunting/Lazuli_Bunting_0089_14598.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0089_14598.jpg
789,015.Lazuli_Bunting/Lazuli_Bunting_0004_14887.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0004_14887.jpg
790,015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg
791,015.Lazuli_Bunting/Lazuli_Bunting_0027_14895.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0027_14895.jpg
792,015.Lazuli_Bunting/Lazuli_Bunting_0041_15152.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0041_15152.jpg
793,015.Lazuli_Bunting/Lazuli_Bunting_0061_15155.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0061_15155.jpg
794,015.Lazuli_Bunting/Lazuli_Bunting_0009_15163.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0009_15163.jpg
798,015.Lazuli_Bunting/Lazuli_Bunting_0010_14915.jpg,15,015.Lazuli_Bunting,1,Lazuli Bunting,CUB_200_2011\images\015.Lazuli_Bunting/Lazuli_Bunting_0010_14915.jpg
